mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__gamma,param_imputer__strategy,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.004704475402832031,0.0008590942850661986,0.003175020217895508,0.00039213775754751515,1.0,scale,median,StandardScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6461538461538462,0.6666666666666666,0.7796610169491526,0.7878787878787878,0.7246376811594203,0.7209995997615747,0.057412851797719565,1,0.852589641434263,0.8130081300813008,0.8239700374531835,0.8185328185328186,0.848,0.8312201255003131,0.01602141511475981
0.007263946533203125,0.0011879544272433388,0.003778362274169922,0.0003466757845805819,1.0,scale,median,RobustScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6461538461538462,0.6461538461538462,0.7333333333333333,0.75,0.7058823529411765,0.6963046757164404,0.04330416295803368,3,0.8346456692913385,0.8130081300813008,0.8389513108614233,0.8244274809160306,0.8185328185328186,0.8259130819365824,0.009689856305367388
0.006123685836791992,9.03963783273681e-05,0.0035789966583251952,0.00016386483791991946,1.0,0.01,median,StandardScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6666666666666666,0.6865671641791045,0.7796610169491526,0.75,0.6956521739130435,0.7157094043415935,0.04224312128268807,2,0.7983870967741935,0.7918367346938775,0.7859922178988327,0.7799227799227799,0.7984496124031008,0.7909176883385569,0.007190477853655663
0.011243629455566406,0.0012762651731662242,0.003907537460327149,0.0001525096841904997,1.0,0.01,median,RobustScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6666666666666666,0.6349206349206349,0.7017543859649122,0.7096774193548387,0.6764705882352942,0.6778979390284693,0.026661931317046302,5,0.7791164658634538,0.7804878048780488,0.7686274509803922,0.7674418604651163,0.7698412698412699,0.7731029704056562,0.005539224463083331
0.007677459716796875,0.0008158693475232583,0.004083108901977539,0.0006412414267028164,1.0,0.1,median,StandardScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.1, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6181818181818182,0.5925925925925926,0.56,0.56,0.5660377358490566,0.5793624293246935,0.02284441711343539,16,1.0,1.0,1.0,0.9923076923076923,1.0,0.9984615384615385,0.0030769230769230656
0.008575057983398438,0.000923166646884517,0.0033582210540771484,0.0006918102739500041,1.0,0.1,median,RobustScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.1, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6885245901639344,0.5862068965517241,0.6666666666666666,0.6779661016949152,0.5357142857142857,0.6310157081583052,0.05978761163116049,13,0.9923076923076923,0.9921875,0.9885057471264368,0.9808429118773946,0.9806949806949807,0.9869077664013008,0.005195565333906569
0.006384611129760742,0.0006754287509432979,0.002975130081176758,0.0004832369159818865,10.0,scale,median,StandardScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6176470588235294,0.6567164179104478,0.7,0.696969696969697,0.676923076923077,0.6696512501253503,0.03030501417027103,7,0.9884169884169884,0.9961089494163424,0.9961089494163424,0.9809885931558935,0.9961389961389961,0.9915524953089125,0.006066069074754279
0.010589981079101562,0.0011391846549933487,0.003820514678955078,0.0003247758012293937,10.0,scale,median,RobustScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.5846153846153846,0.6129032258064516,0.7076923076923077,0.7540983606557377,0.6461538461538462,0.6610926249847455,0.06199314622889278,8,0.9846153846153847,0.9921875,0.9846153846153847,0.973384030418251,0.9884169884169884,0.9846438576132017,0.0062917149713849286
0.00754251480102539,0.0003731990807851279,0.004066038131713867,0.000498704910369506,10.0,0.01,median,StandardScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.5970149253731343,0.696969696969697,0.7,0.7333333333333333,0.6865671641791045,0.6827770239710539,0.04565852823994775,4,0.96875,0.9682539682539683,0.9461538461538461,0.9461538461538461,0.9652509652509652,0.9589125251625253,0.01048601042395418
0.011745929718017578,0.0013103393140689445,0.004300880432128906,0.00048154961384147695,10.0,0.01,median,RobustScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.59375,0.6774193548387096,0.7419354838709677,0.6779661016949152,0.6875,0.6757141880809184,0.047434738778802436,6,0.9254901960784314,0.924901185770751,0.918918918918919,0.9389312977099237,0.9260700389105059,0.9268623274777061,0.006559181725540421
