mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__alpha,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_imputer__strategy,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05630702972412109,0.006790301224718018,0.007225656509399414,0.0007917586964101063,0.0001,"(64,)",0.001,median,StandardScaler(),"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.691358024691358,0.6666666666666666,0.8181818181818182,0.7532467532467533,0.8059701492537313,0.7470846824080655,0.06022090944836917,5,0.7724137931034483,0.813953488372093,0.7857142857142857,0.8100358422939068,0.8059701492537313,0.797617511747493,0.015923315249255627
0.10896973609924317,0.012166485914819745,0.006664896011352539,0.0006636557247791828,0.0001,"(64,)",0.001,median,RobustScaler(),"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.7297297297297297,0.6666666666666666,0.7941176470588235,0.7671232876712328,0.7733333333333333,0.7461941328919572,0.044870755255905816,7,0.8273381294964028,0.8470588235294118,0.7808219178082192,0.8745247148288974,0.7793103448275862,0.8218107860981035,0.037237475836272405
0.11064891815185547,0.019575386293528323,0.0069730281829833984,0.0012057788394571785,0.0001,"(128,)",0.001,median,StandardScaler(),"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6764705882352942,0.7213114754098361,0.8064516129032258,0.7076923076923077,0.7540983606557377,0.7332048689792804,0.044300667479059266,11,0.796812749003984,0.9523809523809523,0.9731800766283525,0.8755020080321285,0.7938931297709924,0.878353783163282,0.0751834058277812
0.16791849136352538,0.023804023527613127,0.00748739242553711,0.0011620375832296459,0.0001,"(128,)",0.001,median,RobustScaler(),"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6857142857142857,0.7076923076923077,0.819672131147541,0.75,0.7540983606557377,0.7434354170419744,0.04599592930090119,9,0.8421052631578947,0.9565217391304348,0.921875,0.8283582089552238,0.816793893129771,0.8731308208746649,0.055625644595999356
0.15102262496948243,0.0325927053704454,0.007664823532104492,0.002205667009965132,0.0001,"(128, 64)",0.001,median,StandardScaler(),"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128, 64), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.7647058823529411,0.6666666666666666,0.8,0.8,0.7761194029850746,0.7614983904009365,0.049359630718752316,1,0.9767441860465116,0.9147286821705426,0.9375,0.968503937007874,0.9111969111969112,0.9417347432843679,0.026914941542913594
0.2054999828338623,0.03378362209926024,0.00873708724975586,0.005756632605779435,0.0001,"(128, 64)",0.001,median,RobustScaler(),"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128, 64), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.7142857142857143,0.6885245901639344,0.819672131147541,0.7887323943661971,0.7647058823529411,0.7551841424632656,0.0479396010850195,3,0.9538461538461539,0.9523809523809523,0.9765625,0.9725490196078431,0.8283582089552238,0.9367393669580346,0.05504905069188062
0.06951460838317872,0.010308889185693566,0.005370807647705078,0.0004301678377837094,0.001,"(64,)",0.001,median,StandardScaler(),"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.691358024691358,0.6666666666666666,0.8181818181818182,0.7532467532467533,0.8059701492537313,0.7470846824080655,0.06022090944836917,5,0.7724137931034483,0.813953488372093,0.7857142857142857,0.8100358422939068,0.8059701492537313,0.797617511747493,0.015923315249255627
0.12442851066589355,0.021000548649318333,0.006387233734130859,0.0010834011285205142,0.001,"(64,)",0.001,median,RobustScaler(),"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.7297297297297297,0.6666666666666666,0.7941176470588235,0.7671232876712328,0.7733333333333333,0.7461941328919572,0.044870755255905816,7,0.8273381294964028,0.8470588235294118,0.7808219178082192,0.8745247148288974,0.7793103448275862,0.8218107860981035,0.037237475836272405
0.10866870880126953,0.020831735267016357,0.0074633598327636715,0.0035465060772973418,0.001,"(128,)",0.001,median,StandardScaler(),"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6764705882352942,0.7213114754098361,0.8064516129032258,0.7076923076923077,0.7540983606557377,0.7332048689792804,0.044300667479059266,11,0.796812749003984,0.9523809523809523,0.9731800766283525,0.8755020080321285,0.7938931297709924,0.878353783163282,0.0751834058277812
0.12232656478881836,0.016273367311075565,0.005355167388916016,0.0010972754757853458,0.001,"(128,)",0.001,median,RobustScaler(),"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.001, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6857142857142857,0.7076923076923077,0.819672131147541,0.75,0.7540983606557377,0.7434354170419744,0.04599592930090119,9,0.8421052631578947,0.9565217391304348,0.921875,0.8283582089552238,0.816793893129771,0.8731308208746649,0.055625644595999356
