mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__gamma,param_imputer__strategy,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0050410270690917965,0.0005423996076413847,0.0029411792755126955,0.0006715090562973416,1.0,scale,median,StandardScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6,0.5357142857142857,0.4897959183673469,0.5625,0.5614035087719298,0.5498827425707125,0.03637261151930688,8,0.7272727272727273,0.7555555555555555,0.7410714285714286,0.7627118644067796,0.7555555555555555,0.7484334262724094,0.012706670995293198
0.008812522888183594,0.0006852859972628058,0.005051755905151367,0.000976608699491811,1.0,scale,median,RobustScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.5614035087719298,0.509090909090909,0.5,0.5806451612903226,0.5714285714285714,0.5445136301163466,0.03332087046521361,9,0.7214611872146118,0.7214611872146118,0.7102803738317757,0.7739130434782608,0.7354260089686099,0.7325083601415739,0.022185688682726128
0.0063530921936035155,0.001046561749445878,0.004052352905273437,0.0004954158487819229,1.0,0.01,median,StandardScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.5454545454545454,0.49056603773584906,0.4583333333333333,0.5806451612903226,0.5454545454545454,0.5240907246537192,0.04372452201661396,14,0.6822429906542056,0.7,0.6905829596412556,0.7336244541484717,0.7239819004524887,0.7060864609792843,0.019618881007126013
0.0115814208984375,0.0005285816144758957,0.004189682006835937,0.00041578795908041376,1.0,0.01,median,RobustScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.5357142857142857,0.509090909090909,0.46808510638297873,0.5901639344262295,0.5818181818181818,0.536974483486517,0.04552999685601457,10,0.7214611872146118,0.7031963470319634,0.6976744186046512,0.7400881057268722,0.7149321266968326,0.7154704370549863,0.014896711280906538
0.008978033065795898,0.0008270030528649809,0.00424489974975586,0.000147634559710586,1.0,0.1,median,StandardScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.1, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6086956521739131,0.5753424657534246,0.6031746031746031,0.6133333333333333,0.5352112676056338,0.5871514644081817,0.02913286719820887,6,0.9882352941176471,0.9881422924901185,0.9921875,0.9921875,0.9921875,0.9905880173215532,0.0019591789576885697
0.011791467666625977,0.0016158790238332318,0.00424652099609375,0.0005747600830311482,1.0,0.1,median,RobustScaler(),"{'classifier__C': 1.0, 'classifier__gamma': 0.1, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.5915492957746479,0.6111111111111112,0.5714285714285714,0.6111111111111112,0.5588235294117647,0.5888047237674412,0.020992785395229852,5,0.9921875,0.9921259842519685,0.9921875,0.9961089494163424,0.9921875,0.9929594867336622,0.001574911561163747
0.00948796272277832,0.0006736915046197149,0.0054874420166015625,0.0006827803112248774,10.0,scale,median,StandardScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6349206349206349,0.5373134328358209,0.44,0.5507246376811594,0.4,0.512591741087523,0.08363743079170877,18,0.9444444444444444,0.9512195121951219,0.9387755102040817,0.9649805447470817,0.9647058823529412,0.9528251787887342,0.010574612044513853
0.015592050552368165,0.0017337787951307434,0.004497718811035156,0.0001245665685077353,10.0,scale,median,RobustScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6666666666666666,0.5428571428571428,0.47058823529411764,0.5588235294117647,0.39344262295081966,0.5264756394361023,0.09142149547352084,13,0.9243027888446215,0.9465020576131687,0.9387755102040817,0.9444444444444444,0.9565217391304348,0.9421093080473503,0.01058917952102641
0.009218072891235352,0.0006833851850804378,0.004494714736938477,0.0003440229706044775,10.0,0.01,median,StandardScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6451612903225806,0.5151515151515151,0.4583333333333333,0.5588235294117647,0.4,0.5154939336438387,0.0840206848868451,17,0.8995983935742972,0.9338842975206612,0.9090909090909091,0.936,0.9236947791164659,0.9204536758604667,0.01411828467372684
0.012936878204345702,0.00024206803535529683,0.0038532257080078126,0.00030747115161341906,10.0,0.01,median,RobustScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6666666666666666,0.5588235294117647,0.4166666666666667,0.5588235294117647,0.4067796610169492,0.5215520106347624,0.09799002320159543,15,0.9156626506024096,0.9382716049382716,0.9128630705394191,0.9230769230769231,0.9482071713147411,0.9276162840943529,0.013554873375383084
0.007713174819946289,0.0005325249323778903,0.0038900852203369142,0.0004186381884444185,10.0,0.1,median,StandardScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 0.1, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.5970149253731343,0.631578947368421,0.5454545454545454,0.6470588235294118,0.5454545454545454,0.5933123574360116,0.042302396781317114,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.010869264602661133,0.0006704224121694074,0.004325389862060547,0.0002649354625303053,10.0,0.1,median,RobustScaler(),"{'classifier__C': 10.0, 'classifier__gamma': 0.1, 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6086956521739131,0.6666666666666666,0.5357142857142857,0.6567164179104478,0.5079365079365079,0.5951459060803642,0.06360399258696361,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.008779811859130859,0.001237814224985757,0.004596519470214844,0.0004711491701811756,100.0,scale,median,StandardScaler(),"{'classifier__C': 100.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6764705882352942,0.64,0.4666666666666667,0.5555555555555556,0.4307692307692308,0.5538924082453495,0.09508978962241452,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.013919258117675781,0.0009753490546832853,0.004300451278686524,0.00034204239653760237,100.0,scale,median,RobustScaler(),"{'classifier__C': 100.0, 'classifier__gamma': 'scale', 'imputer__strategy': 'median', 'scaler': RobustScaler()}",0.6376811594202898,0.631578947368421,0.43333333333333335,0.5633802816901409,0.4,0.533194744362437,0.09921811360333886,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.010895061492919921,0.0002411954058122349,0.0039033412933349608,0.0005121768358486762,100.0,0.01,median,StandardScaler(),"{'classifier__C': 100.0, 'classifier__gamma': 0.01, 'imputer__strategy': 'median', 'scaler': StandardScaler()}",0.6363636363636364,0.5753424657534246,0.46875,0.5277777777777778,0.45454545454545453,0.5325558668880587,0.06750761329614013,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
